,,Phylum,Class,Order,Family,Genus,,
OTU_14446,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_7644,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_14444,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8639,Pseudomonas linyingensis Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_7509,Azospirillum canadense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_7648,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14448,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4777,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_14709,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_15409,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9881,Azospirillum lipoferum Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_13552,Desulfuromonadaceae bacterium GWB2_53_15 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, unclassified Desulfuromonadaceae,,
OTU_10108,Crenothrix sp. D3 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Crenotrichaceae, Crenothrix,,
OTU_10109,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10107,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_1923,uncultured Herbaspirillum sp. Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum, environmental samples,
OTU_10105,Spirochaeta aurantia Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta,,,
OTU_15404,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_15405,Methylomonas paludis Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_15407,Methylomonas paludis Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_2025,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_3554,Azoarcus communis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_9114,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_3839,Clostridium sp. BL-8 Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_8947,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_5199,Geoalkalibacter ferrihydriticus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_5260,Methylomonas sp. LWB Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_18832,Nostoc sp. T09 Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Nostoc,,,
OTU_10324,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_2026,Nitratireductor aquibiodomus Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Nitratireductor,,
OTU_655,Geoalkalibacter ferrihydriticus DSM 17813 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_10321,Thiothrix nivea DSM 5205 Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix,,
OTU_2021,Azoarcus sp. CIB Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_71,Rhodospirillum photometricum DSM 122 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum,,
OTU_19529,Geobacter sulfurreducens KN400 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_10328,Azoarcus communis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_14701,Thiocystis violascens DSM 198 Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocystis,,
OTU_6461,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_16349,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_19290,Methylocaldum sp. 175 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylocaldum,,
OTU_7503,Geoalkalibacter ferrihydriticus DSM 17813 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter,,
OTU_18484,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_17806,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_16261,Geobacter thiogenes Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_14703,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_19287,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_14317,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_18242,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_18245,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8542,Opitutaceae bacterium TSB47 Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,,
OTU_6055,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_6064,Beijerinckiaceae bacterium BW863 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae,,,
OTU_15666,Thiocystis violascens DSM 198 Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocystis,,
OTU_15667,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_6759,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_15662,Azoarcus tolulyticus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_6062,Kosakonia sacchari Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Kosakonia,,
OTU_10032,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_10745,Dolichospermum circinale FSS-124 Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Dolichospermum, Dolichospermum circinale,,
OTU_10030,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10031,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14590,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14593,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_2361,Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_15062,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_7112,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10038,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_10039,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_1811,Geobacteraceae bacterium GWC2_58_44 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_10749,Azotobacter chroococcum NCIMB 8003 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter,,
OTU_6444,Methylocaldum sp. 175 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylocaldum,,
OTU_15065,Dehalococcoides mccartyi Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales, Dehalococcoidaceae, Dehalococcoides,,
OTU_10259,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_2548,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_13210,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_14919,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_10253,Oscillatoriales cyanobacterium USR001 Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, unclassified Oscillatoriales,,,
OTU_10927,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_10256,Marinobacter sp. ES-1 Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter,,
OTU_2543,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2540,Desulfobulbus propionicus DSM 2032 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus,,
OTU_4026,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_9158,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_19679,Herbaspirillum seropedicae Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum,,
OTU_20353,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_16612,Thiocapsa roseopersicina Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocapsa,,
OTU_6752,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023 Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Zymomonas,,
OTU_692,Sphaerotilus natans Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Sphaerotilus,,,
OTU_9399,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_3931,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_656,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_13692,Beggiatoa alba B18LD Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Beggiatoa,,
OTU_3767,Geobacter bemidjiensis Bem Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_3766,Geobacter metallireducens RCH3 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_17937,uncultured Geobacter sp. Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, environmental samples,
OTU_7870,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_14622,Methylomonas lenta Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_13699,Geobacteraceae bacterium GWC2_58_44 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_17939,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2146,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_7427,Desulfobulbus propionicus DSM 2032 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus,,
OTU_7424,Phormidium ambiguum IAM M-71 Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Oscillatoriaceae, Phormidium,,
OTU_18798,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_13451,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_13450,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_19828,Methylobacter bovis Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylobacter,,
OTU_3167,Burkholderia vietnamiensis Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex,
OTU_3166,Methylomonas methanica Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_13459,Opitutaceae bacterium TSB47 Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,,
OTU_17741,Sphaerotilus natans Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Sphaerotilus,,,
OTU_6172,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_13108,Thiothrix nivea DSM 5205 Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix,,
OTU_10634,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_10635,Desulfovibrio desulfuricans ND132 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio,,
OTU_651,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12270,Candidatus Methanoregula boonei 6A8 Archaea, Euryarchaeota, Methanomicrobia, Methanomicrobiales, Genera incertae sedis, Candidatus Methanoregula,,
OTU_3788,uncultured Geobacter sp. Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, environmental samples,
OTU_13859,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_13858,Clostridium kluyveri NBRC 12016 Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_17270,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_13671,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_13854,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_3781,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_12279,Pseudomonas oryzae Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_13675,Confluentimicrobium sp. EMB200-NS6 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Confluentimicrobium,,
OTU_13850,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_13853,Desulfobacterales bacterium RIFOXYA12_FULL_46_15 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales,,,,
OTU_16992,Rahnella aquatilis CIP 78.65 = ATCC 33071 Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Rahnella,,
OTU_14827,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_14822,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_10818,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_10819,Methylocystis sp. ATCC 49242 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Methylocystis,,
OTU_16998,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_437,Paludibacter propionicigenes WB4 Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter,,
OTU_8421,uncultured Rhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium, environmental samples
OTU_13630,Methylomonas sp. DH-1 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_4523,Hydrogenophilales bacterium RIFOXYD1_FULL_62_11 Bacteria, Proteobacteria, Hydrogenophilalia, Hydrogenophilales,,,,
OTU_4833,Ensifer sp. CHU2 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Ensifer,
OTU_4526,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_3314,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_12678,Methylomonas sp. LWB Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_12676,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_12674,Amorphomonas oryzae Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Amorphomonas,,
OTU_12675,Dehalobacter sp. DCA Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Dehalobacter,,
OTU_12672,Paraburkholderia tropica Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia,,
OTU_12673,Aeromonas sp. IPPW-29 Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas,,
OTU_17748,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_3307,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_17249,Novosphingobium sp. CF614 Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,,
OTU_158,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_16759,Crenothrix sp. D3 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Crenotrichaceae, Crenothrix,,
OTU_17356,Desulfobulbus propionicus DSM 2032 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus,,
OTU_2785,Nitratireductor aquibiodomus Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Nitratireductor,,
